mapping_id,user_term,snomed_code,preferred_term
SNOMED-MAP-301517,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-301518,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301519,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-301520,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-301521,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301522,sugar diabetes (variant 2),440540062,Type 2 Diabetes Mellitus
SNOMED-MAP-301523,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301524,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-301525,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-301526,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301527,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-301528,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-301529,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-301530,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301531,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-301532,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301533,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301534,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-301535,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301536,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-301537,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-301538,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301539,chest pain (variant 4),298570099,Chest Pain
SNOMED-MAP-301540,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-301541,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-301542,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-301543,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-301544,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-301545,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-301546,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-301547,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-301548,heart attack (variant 3),570540058,Acute Myocardial Infarction
SNOMED-MAP-301549,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301550,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-301551,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301552,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-301553,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301554,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-301555,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-301556,sugar diabetes (variant 1),440540066,Type 2 Diabetes Mellitus
SNOMED-MAP-301557,gallbladder infection (variant 2),765810067,Acute Cholecystitis
SNOMED-MAP-301558,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-301559,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-301560,gallbladder infection (variant 0),765810060,Acute Cholecystitis
SNOMED-MAP-301561,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-301562,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-301563,heart attack (variant 3),570540053,Acute Myocardial Infarction
SNOMED-MAP-301564,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301565,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-301566,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-301567,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-301568,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-301569,penicillin allergy (variant 4),919360059,Allergy to Penicillin
SNOMED-MAP-301570,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-301571,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301572,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-301573,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-301574,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-301575,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-301576,high fever (variant 1),3866610066,Fever
SNOMED-MAP-301577,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-301578,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-301579,high fever (variant 4),3866610069,Fever
SNOMED-MAP-301580,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-301581,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-301582,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-301583,high blood pressure (variant 3),383410033,Essential Hypertension
SNOMED-MAP-301584,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-301585,high fever (variant 0),3866610065,Fever
SNOMED-MAP-301586,chest pain (variant 1),298570096,Chest Pain
SNOMED-MAP-301587,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301588,shortness of breath (variant 3),2670360078,Dyspnea
SNOMED-MAP-301589,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-301590,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-301591,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-301592,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-301593,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-301594,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-301595,high fever (variant 0),3866610065,Fever
SNOMED-MAP-301596,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301597,high fever (variant 2),3866610067,Fever
SNOMED-MAP-301598,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301599,high fever (variant 4),3866610069,Fever
SNOMED-MAP-301600,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-301601,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-301602,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-301603,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301604,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301605,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-301606,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301607,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301608,gallbladder infection (variant 3),765810068,Acute Cholecystitis
SNOMED-MAP-301609,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-301610,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-301611,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-301612,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-301613,high fever (variant 3),3866610063,Fever
SNOMED-MAP-301614,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301615,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-301616,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-301617,sugar diabetes (variant 2),440540067,Type 2 Diabetes Mellitus
SNOMED-MAP-301618,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-301619,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-301620,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-301621,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-301622,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-301623,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301624,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301625,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-301626,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-301627,high fever (variant 2),3866610067,Fever
SNOMED-MAP-301628,kidney failure (variant 3),4322460068,Chronic Kidney Disease Stage 3
SNOMED-MAP-301629,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301630,kidney failure (variant 0),4322460060,Chronic Kidney Disease Stage 3
SNOMED-MAP-301631,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-301632,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-301633,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-301634,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-301635,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-301636,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301637,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-301638,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301639,heart attack (variant 4),570540059,Acute Myocardial Infarction
SNOMED-MAP-301640,penicillin allergy (variant 0),919360050,Allergy to Penicillin
SNOMED-MAP-301641,gallbladder infection (variant 1),765810061,Acute Cholecystitis
SNOMED-MAP-301642,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301643,high fever (variant 3),3866610063,Fever
SNOMED-MAP-301644,gallbladder infection (variant 4),765810064,Acute Cholecystitis
SNOMED-MAP-301645,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-301646,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-301647,heart attack (variant 2),570540057,Acute Myocardial Infarction
SNOMED-MAP-301648,sulfa allergy (variant 3),919310008,Allergy to Sulfonamide
SNOMED-MAP-301649,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-301650,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-301651,high blood pressure (variant 1),383410031,Essential Hypertension
SNOMED-MAP-301652,chest pain (variant 2),298570092,Chest Pain
SNOMED-MAP-301653,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301654,high fever (variant 4),3866610064,Fever
SNOMED-MAP-301655,high blood pressure (variant 0),383410035,Essential Hypertension
SNOMED-MAP-301656,gallbladder infection (variant 1),765810066,Acute Cholecystitis
SNOMED-MAP-301657,chest pain (variant 2),298570097,Chest Pain
SNOMED-MAP-301658,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-301659,sulfa allergy (variant 4),919310009,Allergy to Sulfonamide
SNOMED-MAP-301660,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-301661,penicillin allergy (variant 1),919360051,Allergy to Penicillin
SNOMED-MAP-301662,shortness of breath (variant 2),2670360072,Dyspnea
SNOMED-MAP-301663,kidney failure (variant 3),4322460063,Chronic Kidney Disease Stage 3
SNOMED-MAP-301664,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-301665,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-301666,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-301667,penicillin allergy (variant 2),919360057,Allergy to Penicillin
SNOMED-MAP-301668,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-301669,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-301670,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-301671,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-301672,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301673,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-301674,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301675,shortness of breath (variant 0),2670360075,Dyspnea
SNOMED-MAP-301676,high blood pressure (variant 1),383410036,Essential Hypertension
SNOMED-MAP-301677,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-301678,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301679,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-301680,heart attack (variant 0),570540050,Acute Myocardial Infarction
SNOMED-MAP-301681,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-301682,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-301683,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301684,kidney failure (variant 4),4322460064,Chronic Kidney Disease Stage 3
SNOMED-MAP-301685,gallbladder infection (variant 0),765810065,Acute Cholecystitis
SNOMED-MAP-301686,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-301687,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-301688,sugar diabetes (variant 3),440540068,Type 2 Diabetes Mellitus
SNOMED-MAP-301689,sugar diabetes (variant 4),440540069,Type 2 Diabetes Mellitus
SNOMED-MAP-301690,high blood pressure (variant 0),383410030,Essential Hypertension
SNOMED-MAP-301691,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301692,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-301693,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-301694,shortness of breath (variant 4),2670360074,Dyspnea
SNOMED-MAP-301695,sugar diabetes (variant 0),440540065,Type 2 Diabetes Mellitus
SNOMED-MAP-301696,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-301697,high blood pressure (variant 2),383410037,Essential Hypertension
SNOMED-MAP-301698,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301699,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-301700,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-301701,chest pain (variant 1),298570091,Chest Pain
SNOMED-MAP-301702,high fever (variant 2),3866610062,Fever
SNOMED-MAP-301703,high fever (variant 3),3866610063,Fever
SNOMED-MAP-301704,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-301705,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-301706,kidney failure (variant 1),4322460066,Chronic Kidney Disease Stage 3
SNOMED-MAP-301707,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301708,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301709,gallbladder infection (variant 4),765810069,Acute Cholecystitis
SNOMED-MAP-301710,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-301711,sugar diabetes (variant 1),440540061,Type 2 Diabetes Mellitus
SNOMED-MAP-301712,gallbladder infection (variant 2),765810062,Acute Cholecystitis
SNOMED-MAP-301713,penicillin allergy (variant 3),919360053,Allergy to Penicillin
SNOMED-MAP-301714,high blood pressure (variant 4),383410034,Essential Hypertension
SNOMED-MAP-301715,kidney failure (variant 0),4322460065,Chronic Kidney Disease Stage 3
SNOMED-MAP-301716,sulfa allergy (variant 1),919310006,Allergy to Sulfonamide
SNOMED-MAP-301717,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301718,high fever (variant 3),3866610068,Fever
SNOMED-MAP-301719,high blood pressure (variant 4),383410039,Essential Hypertension
SNOMED-MAP-301720,sulfa allergy (variant 0),919310000,Allergy to Sulfonamide
SNOMED-MAP-301721,kidney failure (variant 1),4322460061,Chronic Kidney Disease Stage 3
SNOMED-MAP-301722,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-301723,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-301724,heart attack (variant 4),570540054,Acute Myocardial Infarction
SNOMED-MAP-301725,sulfa allergy (variant 0),919310005,Allergy to Sulfonamide
SNOMED-MAP-301726,high fever (variant 1),3866610066,Fever
SNOMED-MAP-301727,shortness of breath (variant 2),2670360077,Dyspnea
SNOMED-MAP-301728,chest pain (variant 3),298570098,Chest Pain
SNOMED-MAP-301729,sugar diabetes (variant 4),440540069,Type 2 Diabetes Mellitus
SNOMED-MAP-301730,chest pain (variant 0),298570090,Chest Pain
SNOMED-MAP-301731,shortness of breath (variant 1),2670360071,Dyspnea
SNOMED-MAP-301732,sulfa allergy (variant 2),919310002,Allergy to Sulfonamide
SNOMED-MAP-301733,shortness of breath (variant 3),2670360073,Dyspnea
SNOMED-MAP-301734,sugar diabetes (variant 4),440540064,Type 2 Diabetes Mellitus
SNOMED-MAP-301735,heart attack (variant 0),570540055,Acute Myocardial Infarction
SNOMED-MAP-301736,heart attack (variant 1),570540056,Acute Myocardial Infarction
SNOMED-MAP-301737,sulfa allergy (variant 2),919310007,Allergy to Sulfonamide
SNOMED-MAP-301738,high fever (variant 3),3866610068,Fever
SNOMED-MAP-301739,kidney failure (variant 4),4322460069,Chronic Kidney Disease Stage 3
SNOMED-MAP-301740,sugar diabetes (variant 0),440540060,Type 2 Diabetes Mellitus
SNOMED-MAP-301741,heart attack (variant 1),570540051,Acute Myocardial Infarction
SNOMED-MAP-301742,heart attack (variant 2),570540052,Acute Myocardial Infarction
SNOMED-MAP-301743,sugar diabetes (variant 3),440540063,Type 2 Diabetes Mellitus
SNOMED-MAP-301744,penicillin allergy (variant 4),919360054,Allergy to Penicillin
SNOMED-MAP-301745,chest pain (variant 0),298570095,Chest Pain
SNOMED-MAP-301746,shortness of breath (variant 1),2670360076,Dyspnea
SNOMED-MAP-301747,kidney failure (variant 2),4322460067,Chronic Kidney Disease Stage 3
SNOMED-MAP-301748,high blood pressure (variant 3),383410038,Essential Hypertension
SNOMED-MAP-301749,shortness of breath (variant 4),2670360079,Dyspnea
SNOMED-MAP-301750,shortness of breath (variant 0),2670360070,Dyspnea
SNOMED-MAP-301751,sulfa allergy (variant 1),919310001,Allergy to Sulfonamide
SNOMED-MAP-301752,kidney failure (variant 2),4322460062,Chronic Kidney Disease Stage 3
SNOMED-MAP-301753,chest pain (variant 3),298570093,Chest Pain
SNOMED-MAP-301754,chest pain (variant 4),298570094,Chest Pain
SNOMED-MAP-301755,penicillin allergy (variant 0),919360055,Allergy to Penicillin
SNOMED-MAP-301756,gallbladder infection (variant 1),765810066,Acute Cholecystitis
